Assay_Type	AvgSpotLen	BioSample	DATASTORE_filetype	Experiment	Instrument	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Organism	Run	SRA_Sample	Sample_Name	cultivar	ecotype	geo_loc_name	sample_ID	sample_description	subgroup	BioProject	BioSampleModel	Consent	DATASTORE_provider	InsertSize	LibraryLayout	LibrarySource	Platform	ReleaseDate	SRA_Study	dev_stage	isolate	tissue
WGS	250	SAMN06564696	sra	SRX2646043	Illumina HiSeq 2500	RANDOM	PDP_AM	2017-03-16	5325	2641	Solanum raphanifolium	SRR5349625	SRS2051384	PDP_AM	NA	PI 296126	Peru: Sacsahuaman, Cusco area, Peru	PI 296126	PDP_AM; PI 296126, raphanifolium, 2x, leaf tissue - genomic DNA sheared to 500bp	NA	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
WGS	250	SAMN06564695	sra	SRX2646044	Illumina HiSeq 2500	RANDOM	PDP_AL	2017-03-16	4988	2477	Solanum tuberosum	SRR5349626	SRS2051385	PDP_AL	NA	PI 292110	Peru: Huanuco, Huanuco area, Peru	PI 292110	PDP_AL; PI 292110, stenotomum, 2x, leaf tissue - genomic DNA sheared to 500bp	Stenotomum	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
WGS	250	SAMN06564694	sra	SRX2646045	Illumina HiSeq 2500	RANDOM	PDP_AK	2017-03-16	6029	2995	Solanum chacoense	SRR5349627	SRS2051388	PDP_AK	NA	PI 275139	Argentina: Between Chicoana and Escoipe, Salta area, Argentina	PI 275139	PDP_AK; PI 275139, chacoense, 2x, leaf tissue - genomic DNA sheared to 500bp	NA	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
WGS	250	SAMN06564693	sra	SRX2646046	Illumina HiSeq 2500	RANDOM	PDP_AJ	2017-03-16	3948	1938	Solanum medians	SRR5349628	SRS2051386	PDP_AJ	NA	PI 265872	Peru: Canta, Lima area, Peru	PI 265872	PDP_AJ; PI 265872, medians, 2x, leaf tissue - genomic DNA sheared to 500bp	NA	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
WGS	250	SAMN06564692	sra	SRX2646047	Illumina HiSeq 2500	RANDOM	PDP_AI	2017-03-16	6111	2919	Solanum candolleanum	SRR5349629	SRS2051387	PDP_AI	NA	PI 265863	Peru: Puno, Peru	PI 265863	PDP_AI; PI 265863, candolleanum - bukasovii, 2x, leaf tissue - genomic DNA sheared to 500bp	NA	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
WGS	250	SAMN06564691	sra	SRX2646048	Illumina HiSeq 2500	RANDOM	PDP_AH	2017-03-16	4829	2380	Solanum tuberosum	SRR5349630	SRS2051389	PDP_AH	NA	PI 243469	Peru: Abancay, Apurimac area, Peru	PI 243469	PDP_AH; PI 243469, phureja, 2x, leaf tissue - genomic DNA sheared to 500bp	Phureja	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
WGS	250	SAMN06564690	sra	SRX2646049	Illumina HiSeq 2500	RANDOM	PDP_AG	2017-03-16	5497	2651	Solanum tuberosum	SRR5349631	SRS2051390	PDP_AG	NA	PI 234013	Bolivia: Donated by Ministerio de Agricultura in Cochabamba, Local variety "Thanta Guagua"	PI 234013	PDP_AG; PI 234013, stenotomum, 2x, leaf tissue - genomic DNA sheared to 500bp	Stenotomum	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
WGS	250	SAMN06564689	sra	SRX2646050	Illumina HiSeq 2500	RANDOM	PDP_AF	2017-03-16	6055	2919	Solanum tuberosum	SRR5349632	SRS2051391	PDP_AF	NA	PI 234011	Bolivia: Donated by Ministerio de Agricultura in Cochabamba, Local variety "Pitu Huayacka"	PI 234011	PDP_AF; PI 234011, stenotomum, 2x, leaf tissue - genomic DNA sheared to 500bp	Stenotomum	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
WGS	250	SAMN06564688	sra	SRX2646051	Illumina HiSeq 2500	RANDOM	PDP_AE	2017-03-16	7690	3710	Solanum tuberosum	SRR5349633	SRS2051395	PDP_AE	NA	PI 230512	Peru: Chachapoyas, Amazonas area, Peru	PI 230512	PDP_AE; PI 230512, stenotomum, 2x, leaf tissue - genomic DNA sheared to 500bp	Stenotomum	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
WGS	250	SAMN06564687	sra	SRX2646052	Illumina HiSeq 2500	RANDOM	PDP_AD	2017-03-16	7153	3447	Solanum tuberosum	SRR5349634	SRS2051392	PDP_AD	NA	PI 225710	Colombia: Munchique, Cauca area, Colombia	PI 225710	PDP_AD; PI 225710, phureja, 2x, leaf tissue - genomic DNA sheared to 500bp	Phureja	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
WGS	250	SAMN06564686	sra	SRX2646053	Illumina HiSeq 2500	RANDOM	PDP_AC	2017-03-16	5848	2864	Solanum candolleanum	SRR5349635	SRS2051393	PDP_AC	NA	PI 210044	Peru: Huancayo, Junin area, Peru	PI 210044	PDP_AC; PI 210044, candolleanum - multidissectum, 2x, leaf tissue - genomic DNA sheared to 500bp	NA	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
WGS	250	SAMN06564685	sra	SRX2646054	Illumina HiSeq 2500	RANDOM	PDP_AB	2017-03-16	5270	2537	Solanum tuberosum	SRR5349636	SRS2051394	PDP_AB	NA	PI 195204	Peru: Paucartambo, Cusco area, Peru	PI 195204	PDP_AB; PI 195204, stenotomum, 2x, leaf tissue - genomic DNA sheared to 500bp	Stenotomum	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
WGS	250	SAMN06564684	sra	SRX2646055	Illumina HiSeq 2500	RANDOM	PDP_AA	2017-03-16	5888	2885	Solanum tuberosum	SRR5349637	SRS2051397	PDP_AA	NA	PI 195191	Ecuador: Puellaro, Pichincha area, Ecuador	PI 195191	PDP_AA; PI 195191, phureja, 2x, leaf tissue - genomic DNA sheared to 500bp	Phureja	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
WGS	300	SAMN06564622	sra	SRX2646056	Illumina HiSeq 2500	RANDOM	NPV_FT	2017-03-16	10267	6139	Solanum tuberosum	SRR5349638	SRS2051396	NPV_FT	Superior	no	USA: breeding program (in vitro clone)	Superior	Superior tuberosum, 4x, leaf tissue - genomic DNA sheared to 500bp	Tuberosum	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564683	sra unknown_contigs	SRX2646058	Illumina MiSeq	PCR	MatLo_CH	2017-03-16	9	4	Solanum tuberosum	SRR5349639	SRS2051399	MatLo_CH	RH	NA	Netherlands: Wageningen research program	RH	MatLo_CH; S. tuberosum, RH, 4 week old plants, Immature Leaves	Tuberosum	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564682	sra unknown_contigs	SRX2646059	Illumina MiSeq	PCR	MatLo_CG	2017-03-16	10	5	Solanum tuberosum	SRR5349640	SRS2051401	MatLo_CG	Yukon Gold	NA	USA: breeding program (in vitro clone)	Yukon Gold	MatLo_CG; S. tuberosum, Yukon Gold, 4 week old plants, Immature Leaves	Tuberosum	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564681	sra unknown_contigs	SRX2646060	Illumina MiSeq	PCR	MatLo_CF	2017-03-16	10	5	Solanum tuberosum	SRR5349641	SRS2051400	MatLo_CF	Superior	NA	USA: breeding program (in vitro clone)	Superior	MatLo_CF; S. tuberosum, Superior, 4 week old plants, Immature Leaves	Tuberosum	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564680	sra unknown_contigs	SRX2646061	Illumina MiSeq	PCR	MatLo_CE	2017-03-16	11	6	Solanum tuberosum	SRR5349642	SRS2051402	MatLo_CE	Spunta	NA	USA: breeding program (in vitro clone)	Spunta	MatLo_CE; S. tuberosum, Spunta, 4 week old plants, Immature Leaves	Tuberosum	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564679	sra unknown_contigs	SRX2646062	Illumina MiSeq	PCR	MatLo_CD	2017-03-16	9	5	Solanum tuberosum	SRR5349643	SRS2051403	MatLo_CD	Snowden	NA	USA: breeding program (in vitro clone)	Snowden	MatLo_CD; S. tuberosum, Snowden, 4 week old plants, Immature Leaves	Tuberosum	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564678	sra unknown_contigs	SRX2646063	Illumina MiSeq	PCR	MatLo_CC	2017-03-16	11	5	Solanum tuberosum	SRR5349644	SRS2051404	MatLo_CC	SierraGold	NA	USA: breeding program (in vitro clone)	SierraGold	MatLo_CC; S. tuberosum, Sierra Gold, 4 week old plants, Immature Leaves	Tuberosum	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564677	sra unknown_contigs	SRX2646064	Illumina MiSeq	PCR	MatLo_CB	2017-03-16	11	5	Solanum tuberosum	SRR5349645	SRS2051405	MatLo_CB	Shepody	NA	USA: breeding program (in vitro clone)	Shepody	MatLo_CB; S. tuberosum, Shepody, 4 week old plants, Immature Leaves	Tuberosum	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564676	sra unknown_contigs	SRX2646065	Illumina MiSeq	PCR	MatLo_CA	2017-03-16	7	3	Solanum tuberosum	SRR5349646	SRS2051406	MatLo_CA	Russet Norkotah	NA	USA: breeding program (in vitro clone)	Russet Norkotah	MatLo_CA; S. tuberosum, Russet Norkotah, 4 week old plants, Immature Leaves	Tuberosum	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564675	sra unknown_contigs	SRX2646066	Illumina MiSeq	PCR	MatLo_BZ	2017-03-16	6	3	Solanum tuberosum	SRR5349647	SRS2051407	MatLo_BZ	Russet Burbank	NA	USA: breeding program (in vitro clone)	Russet Burbank	MatLo_BZ; S. tuberosum, Russet Burbank, 4 week old plants, Immature Leaves	Tuberosum	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564674	sra unknown_contigs	SRX2646067	Illumina MiSeq	PCR	MatLo_BY	2017-03-16	5	3	Solanum tuberosum	SRR5349648	SRS2051408	MatLo_BY	Rio Grande Russet	NA	USA: breeding program (in vitro clone)	Rio Grande Russet	MatLo_BY; S. tuberosum, Rio Grande Russet, 4 week old plants, Immature Leaves	Tuberosum	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564673	sra unknown_contigs	SRX2646068	Illumina MiSeq	PCR	MatLo_BX	2017-03-16	6	3	Solanum tuberosum	SRR5349649	SRS2051410	MatLo_BX	Purple Majesty	NA	USA: breeding program (in vitro clone)	Purple Majesty	MatLo_BX; S. tuberosum, Purple Majesty, 4 week old plants, Immature Leaves	Tuberosum	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564672	sra unknown_contigs	SRX2646069	Illumina MiSeq	PCR	MatLo_BW	2017-03-16	7	3	Solanum tuberosum	SRR5349650	SRS2051409	MatLo_BW	Premier Russet	NA	USA: breeding program (in vitro clone)	Premier Russet	MatLo_BW; S. tuberosum, Premier Russet, 4 week old plants, Immature Leaves	Tuberosum	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564671	sra unknown_contigs	SRX2646070	Illumina MiSeq	PCR	MatLo_BV	2017-03-16	6	3	Solanum tuberosum	SRR5349651	SRS2051411	MatLo_BV	NA	PI 607886	Peru: Paruro, Cusco area, Peru	PI 607886	MatLo_BV; S. tuberosum, 607886, 4 week old plants, Immature Leaves	Andigena	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564670	sra unknown_contigs	SRX2646071	Illumina MiSeq	PCR	MatLo_BU	2017-03-16	7	3	Solanum tuberosum	SRR5349652	SRS2051412	MatLo_BU	NA	PI 558142	Argentina: Jujuy, Jujuy area, Argentina	PI 558142	MatLo_BU; S. tuberosum, 558142, 4 week old plants, Immature Leaves	Andigena	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564669	sra unknown_contigs	SRX2646072	Illumina MiSeq	PCR	MatLo_BT	2017-03-16	4	2	Solanum commersonii	SRR5349653	SRS2051413	MatLo_BT	NA	PI 558050	Argentina	PI 558050	MatLo_BT; S. commersonii, 558050, 4 week old plants, Immature Leaves	NA	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564668	sra unknown_contigs	SRX2646073	Illumina MiSeq	PCR	MatLo_BS	2017-03-16	7	4	Solanum tuberosum	SRR5349654	SRS2051414	MatLo_BS	NA	PI 546023	Bolivia: Sacaca, Potosi area, Bolivia	PI 546023	MatLo_BS; S. tuberosum, 546023, 4 week old plants, Immature Leaves	Andigena	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564667	sra unknown_contigs	SRX2646074	Illumina MiSeq	PCR	MatLo_BR	2017-03-16	6	3	Solanum boliviense	SRR5349655	SRS2051415	MatLo_BR	NA	PI 546000	Bolivia: Prov. Azurduy, Chuquisaca, Bolivia	PI 546000	MatLo_BR; S. boliviense, 546000, 4 week old plants, Immature Leaves	NA	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564666	sra unknown_contigs	SRX2646075	Illumina MiSeq	PCR	MatLo_BQ	2017-03-16	6	3	Solanum leptophyes	SRR5349656	SRS2051416	MatLo_BQ	NA	PI 545987	Bolivia: Prov. Ibanes near Sacaca, Potosi area, Bolivia	PI 545987	MatLo_BQ; S. brevicaule, 545987, 4 week old plants, Immature Leaves	brevicaule spp complex	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564665	sra unknown_contigs	SRX2646076	Illumina MiSeq	PCR	MatLo_BP	2017-03-16	7	3	Solanum boliviense	SRR5349657	SRS2051417	MatLo_BP	NA	PI 545964	Bolivia: Near Potosi, Bolivia	PI 545964	MatLo_BP; S. boliviense, 545964, 4 week old plants, Immature Leaves	NA	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564664	sra unknown_contigs	SRX2646077	Illumina MiSeq	PCR	MatLo_BO	2017-03-16	8	4	Solanum kurtzianum	SRR5349658	SRS2051418	MatLo_BO	NA	PI 498359	Argentina: Quebrada Antecristo, San Juan area, Argentina	PI 498359	MatLo_BO; S. kurtzianum, 498359, 4 week old plants, Immature Leaves	NA	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564663	sra unknown_contigs	SRX2646078	Illumina MiSeq	PCR	MatLo_BN	2017-03-16	8	4	Solanum sparsipilum	SRR5349659	SRS2051419	MatLo_BN	NA	PI 473385	Peru: Pisac, Cusco area, Peru	PI 473385	MatLo_BN; S. brevicaule, 473385, 4 week old plants, Immature Leaves	brevicaule spp complex	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564662	sra unknown_contigs	SRX2646079	Illumina MiSeq	PCR	MatLo_BM	2017-03-16	7	3	Solanum vernei	SRR5349660	SRS2051420	MatLo_BM	NA	PI 473305	Argentina: Piscuno, Jujuy area, Argentina	PI 473305	MatLo_BM; S. vernei, 473305, 4 week old plants, Immature Leaves	NA	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564661	sra unknown_contigs	SRX2646080	Illumina MiSeq	PCR	MatLo_BL	2017-03-16	5	3	Solanum gourlayi	SRR5349661	SRS2051421	MatLo_BL	NA	PI 473065	Argentina: El Rodeo, Salta area, Argentina	PI 473065	MatLo_BL; S. brevicaule, 473065, 4 week old plants, Immature Leaves	brevicaule spp complex	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564660	sra unknown_contigs	SRX2646081	Illumina MiSeq	PCR	MatLo_BK	2017-03-16	6	3	Solanum okadae	SRR5349662	SRS2051423	MatLo_BK	NA	PI 458368	Argentina: Cuesta del Obispo, Salta area, Argentina	PI 458368	MatLo_BK; S. okadae, 458368, 4 week old plants, Immature Leaves	NA	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564659	sra unknown_contigs	SRX2646082	Illumina MiSeq	PCR	MatLo_BJ	2017-03-16	7	3	Solanum microdontum	SRR5349663	SRS2051422	MatLo_BJ	NA	PI 458355	Argentina: El Durazno, Jujuy area, Argentina	PI 458355	MatLo_BJ; S. microdontum, 458355, 4 week old plants, Immature Leaves	NA	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564658	sra unknown_contigs	SRX2646083	Illumina MiSeq	PCR	MatLo_BI	2017-03-16	6	3	Solanum infundibuliforme	SRR5349664	SRS2051424	MatLo_BI	NA	PI 458324	Argentina: Quebrada de Sepulturas, Jujuy area, Argentina	PI 458324	MatLo_BI; S. infundibuliforme, 458324, 4 week old plants, Immature Leaves	NA	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564657	sra unknown_contigs	SRX2646084	Illumina MiSeq	PCR	MatLo_BH	2017-03-16	8	4	Solanum tuberosum	SRR5349665	SRS2051425	MatLo_BH	NA	PI 365345	Peru: Pataz, La Libertad area, Peru	PI 365345	MatLo_BH; S. tuberosum, 365345, 4 week old plants, Immature Leaves	Andigena	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564656	sra unknown_contigs	SRX2646085	Illumina MiSeq	PCR	MatLo_BG	2017-03-16	7	4	Solanum tuberosum	SRR5349666	SRS2051427	MatLo_BG	NA	PI 365344	Peru: Huancayo, Junin area, Peru	PI 365344	MatLo_BG; S. tuberosum, 365344, 4 week old plants, Immature Leaves	Stenotomum	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564655	sra unknown_contigs	SRX2646086	Illumina MiSeq	PCR	MatLo_BF	2017-03-16	8	4	Solanum tuberosum	SRR5349667	SRS2051426	MatLo_BF	NA	PI 320355	Colombia: Guachuacal, Narino area, Colombia	PI 320355	MatLo_BF; S. tuberosum, 320355, 4 week old plants, Immature Leaves	Phureja	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564654	sra unknown_contigs	SRX2646087	Illumina MiSeq	PCR	MatLo_BE	2017-03-16	6	3	Solanum raphanifolium	SRR5349668	SRS2051428	MatLo_BE	NA	PI 296126	Peru: Sacsahuaman, Cusco area, Peru	PI 296126	MatLo_BE; S. raphanifolium, 296126, 4 week old plants, Immature Leaves	NA	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564653	sra unknown_contigs	SRX2646088	Illumina MiSeq	PCR	MatLo_BD	2017-03-16	8	4	Solanum tuberosum	SRR5349669	SRS2051429	MatLo_BD	NA	PI 292110	Peru: Huanuco, Huanuco area, Peru	PI 292110	MatLo_BD; S. tuberosum, 292110, 4 week old plants, Immature Leaves	Stenotomum	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564652	sra unknown_contigs	SRX2646089	Illumina MiSeq	PCR	MatLo_BC	2017-03-16	8	4	Solanum chacoense	SRR5349670	SRS2051430	MatLo_BC	NA	PI 275139	Argentina: Between Chicoana and Escoipe, Salta area, Argentina	PI 275139	MatLo_BC; S. chacoense, 275139, 4 week old plants, Immature Leaves	NA	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564651	sra unknown_contigs	SRX2646090	Illumina MiSeq	PCR	MatLo_BB	2017-03-16	6	3	Solanum candolleanum	SRR5349671	SRS2051431	MatLo_BB	NA	PI 265863	Peru: Puno, Peru	PI 265863	MatLo_BB; S. candolleanum, 265863, 4 week old plants, Immature Leaves	NA	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564650	sra unknown_contigs	SRX2646091	Illumina MiSeq	PCR	MatLo_BA	2017-03-16	9	5	Solanum tuberosum	SRR5349672	SRS2051432	MatLo_BA	NA	PI 258885	Bolivia: Tacacoma, La Paz area, Bolivia	PI 258885	MatLo_BA; S. tuberosum, 258885, 4 week old plants, Immature Leaves	Tuberosum	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564649	sra unknown_contigs	SRX2646092	Illumina MiSeq	PCR	MatLo_AZ	2017-03-16	8	4	Solanum tuberosum	SRR5349673	SRS2051433	MatLo_AZ	NA	PI 258874	Bolivia: Oruro, Bolivia, Local variety "Amajaya"	PI 258874	MatLo_AZ; S. tuberosum, 258874, 4 week old plants, Immature Leaves	Andigena	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564648	sra unknown_contigs	SRX2646093	Illumina MiSeq	PCR	MatLo_AY	2017-03-16	13	6	Solanum tuberosum	SRR5349674	SRS2051434	MatLo_AY	NA	PI 245940	Chile: Arica, Zapahuira area, Chile, Local variety "Pitehuica"	PI 245940	MatLo_AY; S. tuberosum, 245940, 4 week old plants, Immature Leaves	Andigena	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564647	sra unknown_contigs	SRX2646094	Illumina MiSeq	PCR	MatLo_AX	2017-03-16	7	4	Solanum tuberosum	SRR5349675	SRS2051435	MatLo_AX	NA	PI 245847	Chile: Chiloe Island, Los Lagos area, Chile	PI 245847	MatLo_AX; S. tuberosum, 245847, 4 week old plants, Immature Leaves	Tuberosum	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564646	sra unknown_contigs	SRX2646095	Illumina MiSeq	PCR	MatLo_AW	2017-03-16	9	4	Solanum tuberosum	SRR5349676	SRS2051436	MatLo_AW	NA	PI 243469	Peru: Abancay, Apurimac area, Peru	PI 243469	MatLo_AW; S. tuberosum, 243469, 4 week old plants, Immature Leaves	Phureja	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564645	sra unknown_contigs	SRX2646096	Illumina MiSeq	PCR	MatLo_AV	2017-03-16	7	3	Solanum tuberosum	SRR5349677	SRS2051437	MatLo_AV	NA	PI 234013	Bolivia: Donated by Ministerio de Agricultura in Cochabamba, Local variety "Thanta Guagua"	PI 234013	MatLo_AV; S. tuberosum, 234013, 4 week old plants, Immature Leaves	Stenotomum	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
AMPLICON	500	SAMN06564644	sra unknown_contigs	SRX2646097	Illumina MiSeq	PCR	MatLo_AU	2017-03-16	7	4	Solanum tuberosum	SRR5349678	SRS2051438	MatLo_AU	NA	PI 234011	Bolivia: Donated by Ministerio de Agricultura in Cochabamba, Local variety "Pitu Huayacka"	PI 234011	MatLo_AU; S. tuberosum, 234011, 4 week old plants, Immature Leaves	Stenotomum	PRJNA378971	Plant	public	ncbi	0	PAIRED	GENOMIC	ILLUMINA	2017-10-20	SRP102000	juvenile	NA	immature whole leaf
